,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
324,325,3,2,5,1,279,4,2,0,24,3440,1
1215,1216,1,1,4,2,202,2,1,0,45,3008,1
2933,2934,4,2,6,3,273,4,2,0,32,2532,1
4689,4690,1,2,3,3,157,3,2,1,10,4877,0
8117,8118,4,2,3,1,142,3,2,0,10,4915,1
7654,7655,2,1,3,4,199,3,2,1,1,4490,1
9456,9457,3,0,6,4,264,5,2,0,7,1220,1
8029,8030,4,2,7,1,247,4,2,1,6,1297,1
10701,10702,1,0,4,2,267,5,1,0,2,1876,0
1129,1130,4,2,3,3,162,2,1,0,42,1763,1
7768,7769,2,2,5,3,238,5,0,1,10,1841,1
2918,2919,0,2,3,5,252,3,1,1,18,3701,1
3084,3085,3,2,3,3,147,2,1,0,52,1040,1
4588,4589,2,2,3,4,166,3,2,0,8,4369,1
4304,4305,0,2,4,4,163,2,1,0,9,4720,0
2795,2796,4,2,3,2,102,4,2,1,57,1220,1
4845,4846,1,2,3,3,238,2,2,1,2,5512,0
798,799,3,1,4,3,184,3,2,0,19,2774,1
734,735,0,2,3,4,265,8,1,1,2,3622,1
4952,4953,0,2,4,2,242,3,2,1,10,4721,0
2244,2245,3,2,5,4,163,4,2,1,57,1613,1
178,179,2,2,3,3,192,3,2,0,2,3995,1
7100,7101,0,1,5,4,262,6,2,0,1,1177,0
8362,8363,2,0,5,2,276,6,2,0,6,1043,0
1174,1175,2,2,4,3,260,2,1,1,38,2526,1
7118,7119,0,1,3,5,221,3,2,0,8,4523,0
1831,1832,4,2,2,3,211,3,2,0,12,3296,1
8913,8914,1,0,6,2,288,4,2,1,9,1405,1
5235,5236,1,2,5,2,249,3,0,0,8,5000,1
8855,8856,4,2,4,3,268,3,1,0,10,5998,0
1781,1782,4,0,4,4,146,2,1,1,52,1459,1
3201,3202,1,2,3,5,205,4,1,1,2,1648,0
198,199,3,2,2,3,142,3,2,0,38,7640,1
6934,6935,2,2,5,1,250,3,1,1,8,5845,0
4087,4088,4,1,3,5,268,2,2,1,5,1707,0
548,549,0,0,2,4,182,3,2,1,47,3792,1
3339,3340,1,2,4,1,272,2,2,0,5,5252,0
10386,10387,3,1,3,2,180,6,2,1,3,5780,1
5572,5573,2,2,3,1,225,3,2,1,2,4284,0
8886,8887,3,1,7,3,305,4,2,0,5,1198,0
5785,5786,4,2,4,1,254,5,2,0,3,1880,1
2532,2533,3,2,3,5,236,3,1,0,54,3976,1
2314,2315,2,1,6,2,134,8,0,1,42,1054,1
8094,8095,3,0,4,1,211,3,2,0,2,5851,0
10071,10072,1,2,5,4,208,4,2,0,8,4116,0
6739,6740,4,2,5,5,179,5,1,1,3,4333,1
66,67,3,2,3,2,109,3,2,0,15,1710,1
4712,4713,0,2,4,1,151,6,1,1,7,4387,0
3260,3261,0,2,4,5,273,3,1,0,1,5043,1
2572,2573,2,2,2,1,282,5,1,0,51,1362,1
9607,9608,4,2,4,1,140,2,1,1,8,4926,0
8081,8082,4,0,5,4,142,3,1,0,8,5468,1
622,623,2,2,3,4,253,3,1,1,6,3788,1
1681,1682,4,2,2,1,121,3,2,1,25,1124,1
787,788,4,2,5,1,160,3,2,0,22,1693,1
3332,3333,0,2,3,1,187,5,1,0,6,4698,0
8302,8303,2,2,5,4,158,3,1,0,10,4670,1
7228,7229,2,2,3,5,268,2,1,0,4,5909,0
3280,3281,2,1,4,3,196,2,2,0,7,4116,1
5766,5767,3,0,6,1,249,4,2,1,2,1189,1
9205,9206,4,2,4,4,144,3,1,1,6,4137,1
5851,5852,4,2,4,5,201,2,0,0,2,4657,0
9528,9529,3,2,5,4,273,2,1,0,1,5008,1
7594,7595,2,2,3,3,176,3,1,0,10,5284,1
478,479,2,2,3,4,145,8,1,0,24,1594,1
5200,5201,2,1,5,5,259,3,2,0,5,4315,0
6942,6943,3,2,5,2,185,3,1,1,10,4354,0
2647,2648,4,2,3,1,269,3,1,1,61,3542,1
5125,5126,4,2,2,2,206,5,1,0,7,5203,0
6250,6251,2,2,4,3,273,10,2,0,8,4896,0
1033,1034,4,2,2,2,198,2,1,1,11,3686,1
6149,6150,4,1,4,5,252,2,0,0,6,4147,1
2598,2599,3,0,5,1,189,3,2,0,14,3318,1
5046,5047,3,1,4,1,150,2,1,1,5,4140,0
6815,6816,4,2,4,1,255,5,1,0,4,1005,0
10792,10793,2,2,6,1,260,3,1,0,4,1338,1
344,345,0,2,5,3,197,4,1,0,2,2222,1
9293,9294,4,1,4,1,225,2,1,1,4,4102,0
1871,1872,4,2,5,5,234,2,2,0,43,3822,1
10758,10759,3,2,4,4,260,5,1,0,5,1952,1
6087,6088,1,2,5,5,208,2,2,1,8,5321,0
3986,3987,0,0,3,2,227,2,2,1,9,4659,0
10571,10572,4,2,3,1,201,3,2,0,8,4315,0
2888,2889,0,0,3,3,176,3,2,1,14,1705,1
4623,4624,1,2,5,3,224,2,1,1,6,5962,1
4818,4819,3,2,4,3,260,5,1,1,10,1832,1
220,221,2,2,3,4,242,3,1,1,29,2381,1
10118,10119,0,1,4,5,163,3,2,0,2,4887,0
5863,5864,4,2,5,3,121,2,2,0,4,5231,1
9172,9173,2,1,6,1,308,4,1,0,7,1260,1
5593,5594,4,1,3,2,180,2,0,1,10,4024,0
5957,5958,4,2,4,5,187,3,1,1,7,5022,1
5337,5338,1,1,4,4,204,3,2,1,8,5614,0
4016,4017,0,2,4,5,157,4,1,0,8,4344,1
5007,5008,1,2,3,3,156,7,2,1,2,5467,0
4248,4249,3,0,4,1,183,4,1,1,9,5157,0
10080,10081,3,2,4,4,222,4,2,1,6,4733,0
7248,7249,3,1,5,4,173,3,1,1,9,5432,0
9236,9237,0,2,5,4,209,4,1,0,10,5461,0
5268,5269,3,2,7,2,296,4,1,0,6,1005,1
8225,8226,4,0,5,1,262,3,2,1,9,5146,0
4241,4242,4,1,4,2,212,3,1,0,3,4555,0
9520,9521,2,2,5,1,203,3,1,1,10,4750,0
10013,10014,4,0,4,1,266,3,1,1,10,4382,0
5958,5959,3,2,3,3,148,3,1,0,8,5622,0
5723,5724,4,2,4,5,233,4,1,0,6,1495,0
2881,2882,4,0,4,1,164,2,2,0,3,1124,1
1677,1678,1,2,5,1,234,3,2,1,40,3340,1
10177,10178,4,2,6,3,284,4,1,0,3,1291,0
901,902,4,2,5,3,208,3,2,1,35,3884,1
9799,9800,4,2,4,2,170,2,1,1,3,4299,0
2296,2297,2,2,5,1,194,3,2,0,32,3003,1
7584,7585,3,2,3,5,146,5,1,0,3,5489,0
8514,8515,3,2,3,2,177,2,0,0,7,4764,1
296,297,0,2,4,2,183,3,2,0,12,3646,1
9677,9678,4,2,5,1,275,5,1,0,3,1062,0
4153,4154,4,2,3,4,134,3,1,0,9,4436,0
5339,5340,4,0,5,1,162,3,2,0,1,5537,0
27,28,1,2,5,1,162,3,2,1,31,1435,1
5824,5825,2,2,3,4,267,3,0,0,2,5204,1
10557,10558,1,0,4,2,255,5,1,0,6,4053,0
8085,8086,1,0,4,1,171,2,1,1,3,4271,0
7111,7112,4,1,5,3,268,5,2,0,10,1660,0
3248,3249,0,2,4,3,148,3,0,0,7,5034,1
8736,8737,3,2,4,4,229,2,1,0,9,5672,1
7220,7221,0,2,4,2,273,5,2,0,8,2000,0
2580,2581,3,1,5,2,236,2,1,1,24,3679,1
5362,5363,2,2,4,2,240,3,2,1,9,5170,1
7877,7878,4,2,4,5,275,3,2,1,1,5394,1
6859,6860,4,0,5,4,259,5,1,1,10,1177,0
1370,1371,0,0,5,3,199,4,1,0,24,3473,1
10841,10842,4,2,3,5,169,2,2,0,4,4466,1
8354,8355,0,0,6,4,279,4,1,0,10,1462,1
6302,6303,0,0,7,2,307,4,2,1,2,1073,0
8207,8208,4,1,3,4,175,3,1,0,2,5272,0
681,682,1,0,3,4,273,2,2,0,39,2651,1
10740,10741,3,2,4,3,192,4,1,0,3,1406,1
4775,4776,4,1,3,3,265,3,2,0,3,5241,0
3159,3160,1,0,3,1,162,8,0,0,10,5429,0
2987,2988,4,1,6,3,281,5,2,0,8,1864,1
4908,4909,3,1,3,5,194,3,2,0,3,4435,1
1882,1883,2,2,4,1,201,10,2,1,37,3402,1
7104,7105,3,1,4,1,245,6,1,0,7,1884,1
1940,1941,0,2,4,5,248,4,0,0,56,2840,1
3296,3297,0,0,5,4,233,2,1,0,7,4597,1
3534,3535,3,2,3,5,181,2,2,1,2,4089,0
3729,3730,1,2,4,3,146,3,1,0,8,5673,1
7556,7557,0,2,3,3,261,3,2,1,4,5482,1
1181,1182,4,2,5,1,174,6,2,1,44,1635,1
1375,1376,4,0,4,2,185,3,1,1,27,3410,1
6355,6356,4,2,2,4,114,4,1,1,9,4452,1
5547,5548,1,2,5,3,205,4,1,1,9,4277,0
626,627,0,2,5,2,236,3,1,0,51,3402,1
4758,4759,3,2,7,2,291,4,1,0,8,1275,0
2112,2113,3,2,4,2,183,3,1,1,5,3716,1
7071,7072,1,2,3,1,198,2,1,0,8,4940,0
4950,4951,3,2,3,3,165,4,2,1,3,4235,0
7964,7965,0,2,7,1,291,4,2,0,1,1796,0
8270,8271,0,2,6,3,252,2,1,1,6,1470,1
4180,4181,2,2,4,5,199,2,2,1,4,4762,0
8351,8352,4,1,6,2,248,4,1,0,10,1563,1
6826,6827,2,1,5,4,248,5,1,0,3,1471,1
1462,1463,2,2,5,1,248,3,1,1,37,3830,1
2887,2888,4,0,3,1,164,2,1,0,39,1532,1
6932,6933,0,2,3,1,231,3,1,1,1,5392,1
684,685,3,0,5,5,236,3,0,1,34,3455,1
4539,4540,1,2,2,4,255,7,1,1,10,5875,0
4514,4515,0,1,3,1,219,8,1,0,1,4122,1
8478,8479,3,1,3,4,260,5,1,1,2,4461,0
8676,8677,3,2,3,1,207,4,1,0,9,5889,0
1366,1367,2,0,4,5,138,3,1,0,64,1708,1
3916,3917,2,2,4,4,272,2,1,1,10,4826,1
10786,10787,2,2,5,5,222,6,1,0,3,1861,0
2639,2640,4,2,3,5,242,5,2,0,61,3688,1
10416,10417,3,0,5,2,263,6,1,0,6,1511,1
9953,9954,4,2,4,4,243,5,2,1,2,1842,0
8843,8844,4,2,3,4,195,2,2,0,10,4031,0
2300,2301,0,2,4,1,251,3,1,0,33,2502,1
4787,4788,4,1,3,2,144,3,0,0,9,4428,1
2938,2939,2,2,4,5,156,5,0,0,55,1619,1
6933,6934,1,2,4,5,161,2,0,0,5,5133,1
9539,9540,4,2,5,4,275,2,2,1,7,5292,0
8443,8444,4,2,4,1,243,3,0,0,5,5989,0
1979,1980,4,2,4,3,237,3,1,1,57,3952,1
3803,3804,4,2,3,4,196,3,2,1,8,5204,0
4534,4535,2,0,4,5,108,10,2,0,7,5928,1
5516,5517,0,2,6,2,290,4,2,1,2,1070,1
5272,5273,2,2,6,2,286,4,1,1,9,1418,0
7837,7838,4,2,3,5,187,4,2,0,4,5640,0
9730,9731,2,0,3,5,138,2,2,1,1,4881,1
8271,8272,1,2,6,5,301,4,1,0,4,1707,1
4800,4801,3,0,7,1,291,4,1,1,2,1216,1
2280,2281,3,2,4,4,223,10,1,1,24,3271,1
5400,5401,3,2,3,5,227,4,1,0,9,4647,0
5595,5596,1,1,5,1,113,3,2,0,6,5509,1
4469,4470,4,2,4,4,135,2,1,0,10,4508,1
8107,8108,4,2,3,4,229,6,2,0,3,5471,0
4130,4131,0,2,6,3,100,4,1,1,3,5756,0
7366,7367,2,2,5,3,251,3,2,0,8,4228,1
10790,10791,0,2,4,4,224,5,2,0,5,1184,0
1784,1785,0,0,5,3,208,4,2,1,10,2419,1
3182,3183,0,2,3,3,132,3,1,1,6,5721,1
494,495,0,2,5,1,160,5,2,0,16,1526,1
5426,5427,0,2,4,4,239,3,1,1,4,4756,0
9122,9123,0,2,3,1,247,2,1,1,7,5557,0
5066,5067,0,0,4,2,236,3,2,1,9,4725,0
2860,2861,2,1,4,1,168,2,1,0,41,1515,1
10958,10959,0,0,5,2,264,8,0,1,2,5252,1
4041,4042,1,2,5,5,243,2,1,1,9,4669,1
8629,8630,4,0,6,4,258,4,1,0,7,1726,1
2897,2898,4,2,4,1,160,2,0,0,65,1861,1
366,367,3,2,3,4,122,3,0,0,15,1354,1
849,850,1,2,4,2,133,4,2,0,52,1401,1
6326,6327,0,2,2,5,252,3,2,1,7,5281,0
5384,5385,0,2,5,4,248,4,2,0,5,4271,1
6532,6533,2,2,3,5,260,4,2,0,8,4162,1
5236,5237,2,2,5,5,259,3,2,0,1,4608,0
2653,2654,4,2,5,3,225,3,2,1,59,2270,1
3503,3504,4,2,4,2,209,2,2,0,1,5337,0
1541,1542,4,2,2,5,278,4,1,1,34,3416,1
5070,5071,3,0,5,1,257,3,2,1,7,4133,0
9772,9773,2,2,2,1,234,4,2,0,9,5075,0
322,323,2,2,3,3,150,3,1,1,46,1040,1
2031,2032,1,1,3,2,143,4,2,0,22,1249,1
813,814,1,1,3,2,140,2,0,0,7,1401,1
2528,2529,0,2,2,3,139,8,2,1,21,1033,1
10323,10324,1,2,5,5,177,4,2,0,2,4873,0
8604,8605,3,1,7,1,287,4,1,1,1,1660,0
10126,10127,2,1,6,4,286,4,2,0,5,4262,0
1079,1080,4,1,2,4,141,3,2,0,27,1628,1
2226,2227,3,2,4,3,180,4,1,1,14,1686,1
10060,10061,2,2,5,1,126,5,2,0,2,5659,1
6803,6804,4,2,3,3,153,10,2,1,10,5772,0
2705,2706,4,2,3,3,253,5,1,0,63,3788,1
8247,8248,1,2,4,5,270,10,2,1,9,5085,1
10581,10582,1,2,4,2,152,4,2,0,3,4006,0
1164,1165,3,2,5,2,230,6,1,1,10,3604,1
3261,3262,1,1,5,1,248,2,1,0,9,5881,1
9645,9646,1,2,5,4,176,6,2,1,9,4605,0
1450,1451,2,2,3,4,285,6,1,0,27,2249,1
4229,4230,4,1,5,4,172,4,2,0,10,4659,1
3862,3863,2,2,5,1,152,3,2,0,6,4735,0
7414,7415,2,0,6,3,286,4,2,0,7,1132,1
9356,9357,0,2,6,4,287,4,2,1,7,1141,1
3917,3918,4,2,6,1,160,5,2,1,8,5982,0
5960,5961,0,2,6,1,250,4,1,1,10,1623,1
8986,8987,2,2,4,3,146,3,2,0,10,5372,0
7948,7949,2,0,4,3,150,3,0,0,2,4383,0
8046,8047,3,2,6,2,256,4,1,0,6,1507,0
9047,9048,4,0,3,2,226,3,1,0,5,5484,0
4056,4057,3,2,3,1,240,3,1,0,4,5484,1
10890,10891,3,2,4,3,188,4,2,1,7,4024,1
2999,3000,4,1,5,2,168,2,2,1,20,1539,1
9940,9941,2,2,5,5,251,5,2,0,10,1683,0
1231,1232,4,0,4,2,272,2,1,1,57,2377,1
1514,1515,0,0,3,2,241,3,2,0,60,3922,1
2313,2314,1,1,6,4,174,3,2,0,14,1651,1
1451,1452,4,2,3,2,257,3,1,0,6,3620,1
6247,6248,4,2,3,1,177,4,1,0,6,5037,1
8525,8526,4,2,3,1,155,3,1,0,9,5539,0
9393,9394,1,2,3,1,172,3,2,1,5,5696,1
4321,4322,4,2,3,3,253,3,0,1,1,4263,1
6822,6823,3,2,5,2,266,5,1,0,1,1504,1
838,839,2,0,2,4,168,3,1,0,15,1886,1
10904,10905,0,2,4,2,218,2,1,1,4,4299,1
6590,6591,0,0,5,4,267,5,2,0,10,1837,1
8391,8392,1,2,5,2,190,2,1,1,1,5005,0
9360,9361,3,2,7,2,244,4,2,0,8,1477,1
3567,3568,1,0,4,1,233,2,1,1,9,4799,1
10200,10201,3,2,6,1,268,4,1,0,1,1654,1
3087,3088,1,2,4,1,233,2,2,0,60,2671,1
9523,9524,4,2,3,3,222,4,1,0,6,5284,1
10770,10771,3,2,4,1,249,6,2,1,7,1415,1
4692,4693,3,2,5,3,217,4,1,1,3,5718,1
1714,1715,2,2,4,1,142,2,1,1,26,1683,1
4270,4271,2,2,5,3,101,5,2,0,1,4014,1
339,340,1,2,4,4,191,6,1,0,60,3425,1
8187,8188,1,2,3,1,218,4,1,1,6,5480,1
7854,7855,3,2,4,4,135,3,2,1,6,4335,1
10812,10813,3,1,3,3,139,3,1,0,7,5199,1
8970,8971,3,2,4,5,247,2,2,0,9,4656,0
5979,5980,1,2,2,5,286,6,2,0,3,4497,1
588,589,3,2,3,1,201,6,2,0,3,2497,1
3365,3366,4,2,4,4,256,3,2,1,1,5784,1
2670,2671,3,2,5,2,246,2,1,0,4,3617,1
3589,3590,4,2,3,1,121,2,1,1,2,5210,1
34,35,2,2,4,2,227,4,2,0,22,2460,1
28,29,2,2,2,3,234,4,1,1,44,3134,1
2395,2396,4,2,3,3,179,3,2,0,12,1125,1
9968,9969,0,2,3,3,196,3,1,1,4,5622,0
5584,5585,2,2,3,3,260,2,1,1,7,5738,0
2170,2171,2,1,3,4,256,2,2,1,55,2247,1
7466,7467,0,2,6,4,250,4,1,1,2,1969,1
5683,5684,4,2,4,1,183,3,2,0,4,4789,0
889,890,4,2,5,3,198,4,0,1,65,3407,1
7895,7896,4,2,3,1,220,2,1,0,7,5653,0
3322,3323,2,2,3,4,151,3,1,1,2,5712,1
10344,10345,3,2,4,3,180,2,2,1,7,5546,1
3514,3515,2,2,2,4,189,3,1,1,3,5897,1
5381,5382,4,2,6,3,251,5,2,1,8,4877,0
9191,9192,4,0,6,3,266,4,1,0,9,1106,1
10769,10770,4,2,4,1,273,6,2,1,1,1826,0
3733,3734,4,2,5,5,228,5,1,0,6,4506,0
5728,5729,2,1,5,5,227,5,2,0,3,1687,0
10421,10422,4,0,4,3,207,2,2,1,4,5227,1
8399,8400,4,2,5,1,139,3,2,0,1,5953,1
4528,4529,2,0,6,1,263,6,1,1,10,5826,0
1654,1655,2,0,3,3,180,3,0,0,56,1684,1
9472,9473,2,2,4,1,141,3,1,0,6,5273,0
6134,6135,0,2,3,3,159,3,1,1,3,5230,1
223,224,4,2,4,5,116,3,2,0,9,1314,1
9502,9503,2,2,3,4,193,6,1,1,2,5584,0
5399,5400,4,2,5,1,263,3,2,1,6,4505,1
4239,4240,1,1,5,2,152,3,0,0,5,5502,1
1590,1591,3,2,4,1,272,3,2,1,49,2803,1
7271,7272,4,0,4,2,220,2,2,1,5,5864,0
3256,3257,2,2,5,2,137,3,1,1,6,4883,0
6286,6287,2,1,7,2,264,4,2,1,6,1688,0
7810,7811,2,0,4,3,262,4,0,0,2,4783,1
2181,2182,1,1,3,3,151,3,1,0,24,1139,1
6098,6099,0,2,5,5,153,5,2,1,10,5297,0
8236,8237,2,0,5,1,264,6,0,0,4,5337,0
10483,10484,4,2,4,2,253,5,2,0,3,1092,0
8023,8024,4,2,5,3,245,5,1,0,2,1937,0
8223,8224,1,0,3,4,140,3,1,1,3,5300,0
4817,4818,4,2,7,1,290,4,1,0,9,1885,0
5836,5837,2,2,4,2,168,3,1,1,3,4653,1
5504,5505,0,2,6,2,282,4,2,1,8,1553,0
1209,1210,1,1,5,1,238,3,1,1,32,3832,1
421,422,4,0,4,2,251,2,2,1,24,2405,1
9633,9634,1,2,2,4,181,5,2,0,9,1368,0
1706,1707,0,2,4,4,147,5,2,0,33,1886,1
1158,1159,3,2,4,3,246,2,1,1,55,2387,1
2306,2307,0,1,3,5,209,2,1,1,33,2603,1
273,274,1,0,2,3,183,2,2,0,52,3199,1
171,172,1,2,4,4,176,4,0,0,52,1096,1
3956,3957,0,1,3,1,157,3,2,1,1,4391,0
4865,4866,4,2,4,5,261,2,2,1,6,5920,0
6260,6261,0,2,6,5,258,4,1,1,5,1558,0
3188,3189,0,2,3,3,213,10,2,1,2,4847,0
1725,1726,1,2,5,3,248,3,2,1,4,2207,1
9548,9549,0,2,4,1,173,2,1,1,5,4688,0
8498,8499,0,0,5,4,274,3,1,1,1,5017,1
1564,1565,2,2,4,1,238,2,1,0,3,2241,1
1782,1783,3,0,5,2,187,3,2,1,11,2936,1
843,844,1,2,5,4,182,5,2,0,23,3398,1
10291,10292,4,0,4,1,146,3,1,0,1,4831,1
8979,8980,1,2,3,3,265,3,1,0,10,4093,1
904,905,2,2,5,5,236,3,2,0,62,3365,1
7189,7190,4,2,4,1,236,5,2,1,4,1953,0
10644,10645,3,2,2,2,237,5,1,0,6,4622,1
6237,6238,1,2,3,3,238,2,2,0,4,4206,0
1547,1548,4,2,5,5,163,3,1,1,54,1536,1
2080,2081,2,2,3,4,196,3,1,0,52,2129,1
5470,5471,2,1,6,5,264,4,1,1,1,1039,1
3985,3986,4,0,6,2,106,5,1,1,9,4038,1
7760,7761,0,2,5,1,276,5,1,0,6,1793,0
6394,6395,2,2,4,3,220,3,1,0,6,4894,1
7522,7523,2,1,4,3,213,3,2,1,7,5947,0
7990,7991,2,2,4,3,145,3,1,0,5,5802,1
9035,9036,4,1,5,5,210,3,2,1,8,5906,1
7172,7173,0,2,5,3,245,5,1,0,3,1409,0
3820,3821,2,1,3,4,144,10,0,1,8,4440,0
2646,2647,3,2,3,3,124,3,2,1,59,1959,1
5425,5426,4,2,4,4,200,4,1,0,3,5583,1
8451,8452,1,2,4,3,247,3,1,0,4,4962,1
6221,6222,4,2,5,1,227,5,1,1,6,1667,0
7958,7959,0,0,6,2,293,4,1,0,7,1477,0
8360,8361,0,0,6,2,243,4,0,1,2,1665,1
4350,4351,3,2,2,5,211,4,1,1,1,5673,0
8883,8884,1,1,5,3,270,5,2,1,9,1764,1
2155,2156,4,2,4,3,212,4,1,1,28,2422,1
8163,8164,1,2,5,1,146,3,0,0,3,4345,1
3715,3716,4,0,5,5,165,2,1,1,3,4005,1
4057,4058,4,2,2,1,166,3,2,1,6,4280,0
7949,7950,4,0,4,2,201,8,2,0,6,5128,0
9140,9141,0,2,6,1,282,4,1,1,7,1758,0
7237,7238,4,1,3,1,238,3,2,0,6,5092,0
5747,5748,4,1,5,3,280,3,0,1,2,5273,0
3102,3103,3,2,3,3,227,2,2,0,24,2749,1
558,559,3,0,4,2,164,3,2,1,15,1489,1
6697,6698,4,1,5,1,187,4,2,0,9,5657,1
5328,5329,3,1,2,4,201,2,0,1,2,5115,0
1436,1437,0,2,4,3,142,6,1,1,6,1459,1
507,508,1,2,5,3,230,3,2,0,3,2923,1
4472,4473,0,2,3,3,264,3,2,0,6,4247,1
1869,1870,1,2,3,2,166,2,2,0,45,1741,1
755,756,4,2,3,5,258,3,1,1,17,3033,1
10546,10547,2,0,4,4,209,3,2,1,7,4717,1
4050,4051,3,2,3,3,229,7,0,0,4,5075,1
6414,6415,3,1,5,2,168,2,1,0,10,5225,1
3836,3837,0,0,3,4,215,2,1,0,8,5683,0
4386,4387,3,0,3,2,257,2,2,0,1,4132,1
5680,5681,2,2,3,1,180,2,0,1,10,4200,0
2118,2119,3,2,3,2,232,2,1,0,58,2054,1
8068,8069,2,1,5,3,202,3,1,1,4,4134,1
729,730,1,2,3,1,151,2,1,0,4,1748,1
501,502,1,2,3,2,177,3,1,1,10,1641,1
5273,5274,4,2,6,2,247,4,2,1,1,1668,0
7608,7609,3,2,5,5,140,3,0,0,7,4799,1
6062,6063,0,2,3,4,164,3,1,0,4,4796,0
1539,1540,1,2,3,2,184,4,2,0,10,2972,1
7458,7459,3,2,4,4,228,5,1,1,6,1853,1
1211,1212,4,1,4,1,140,3,2,1,9,1431,1
10044,10045,3,2,5,5,240,2,1,0,2,5655,0
672,673,3,1,5,4,263,3,0,1,10,2538,1
4915,4916,4,1,3,2,252,3,2,1,7,4507,0
5267,5268,4,2,6,2,301,5,2,1,3,1844,1
3377,3378,4,2,4,4,190,3,1,1,2,4800,0
4476,4477,3,2,3,3,197,2,2,1,10,5255,0
9683,9684,4,2,4,1,234,5,1,1,3,1134,0
1464,1465,3,2,3,2,226,3,1,1,11,3708,1
4745,4746,4,2,3,2,144,3,0,1,1,5307,0
9833,9834,4,2,4,3,133,2,1,0,10,4195,0
1192,1193,2,2,4,4,246,2,1,1,11,2282,1
3793,3794,4,2,2,2,230,3,1,0,7,4889,0
1872,1873,3,2,4,4,234,2,0,1,2,2008,1
3590,3591,0,2,3,4,203,3,2,1,1,5543,0
8180,8181,0,2,3,1,189,2,1,0,5,4738,0
9129,9130,1,2,3,1,225,4,1,0,10,4080,1
505,506,4,2,3,1,219,2,1,0,39,2696,1
243,244,1,2,2,4,136,3,1,1,43,1958,1
506,507,0,2,4,4,155,3,2,0,35,1421,1
9021,9022,1,1,3,4,228,4,2,1,6,4947,0
10165,10166,4,2,6,5,286,4,2,0,4,4889,0
9912,9913,3,2,6,1,268,4,2,1,10,1958,0
5611,5612,4,1,3,5,226,2,2,1,3,4208,1
5688,5689,3,2,5,1,270,4,2,0,7,5149,0
6092,6093,0,2,5,1,279,4,2,0,3,4607,0
1773,1774,1,1,3,1,229,3,2,1,2,3963,1
9029,9030,4,1,6,3,171,3,1,0,1,4952,0
8655,8656,1,2,7,1,245,4,2,1,4,1653,1
5981,5982,4,2,4,2,170,6,2,1,10,4891,0
9011,9012,4,2,3,5,264,4,2,0,8,4324,0
797,798,4,1,2,3,194,4,2,1,65,3795,1
3618,3619,3,2,4,5,237,2,2,0,6,5954,0
2381,2382,4,2,3,5,119,3,2,1,7,1021,1
2829,2830,1,2,3,4,172,3,1,1,56,1103,1
10261,10262,4,1,4,1,160,2,2,1,1,5741,1
9629,9630,4,2,5,5,238,6,1,1,3,1351,0
4633,4634,4,1,4,3,134,4,1,1,3,5233,0
312,313,3,2,3,3,140,3,2,1,51,1046,1
746,747,0,2,3,4,214,2,1,1,50,3881,1
3569,3570,4,0,3,4,118,4,1,1,6,5964,0
790,791,2,2,4,3,200,2,2,1,65,3485,1
2476,2477,2,0,3,4,243,3,1,0,60,2980,1
10269,10270,1,1,4,1,194,2,2,0,3,5503,0
2570,2571,0,2,3,3,179,3,2,0,41,1892,1
6459,6460,1,2,4,3,200,4,1,0,10,4291,1
9982,9983,2,1,5,3,202,2,1,0,9,5645,1
4355,4356,4,2,5,1,277,4,1,1,2,5496,0
2163,2164,1,2,4,5,193,4,1,1,33,2173,1
8000,8001,0,2,5,2,239,5,1,1,1,1518,1
8072,8073,0,1,2,3,263,3,1,1,10,5997,0
380,381,0,2,3,4,148,2,1,1,54,1778,1
10917,10918,1,2,4,1,225,5,1,1,3,1488,0
1292,1293,0,2,5,5,133,3,2,0,21,1648,1
1912,1913,2,1,3,5,226,3,2,1,5,3914,1
5608,5609,2,1,3,4,196,2,2,0,5,4342,1
599,600,4,2,4,1,140,3,2,0,1,1464,1
3892,3893,2,2,4,1,165,2,2,0,5,5014,1
4141,4142,4,2,3,3,214,3,2,0,2,4964,1
1652,1653,0,0,4,5,270,3,2,1,20,3185,1
6735,6736,1,2,6,4,235,6,1,1,1,5533,1
1893,1894,1,1,4,3,190,10,1,1,34,3935,1
1944,1945,3,2,4,4,184,3,1,0,52,3128,1
3395,3396,4,2,6,5,224,4,2,1,6,4616,0
6685,6686,4,2,3,3,243,2,1,1,3,4675,1
4362,4363,3,1,4,3,217,2,2,0,2,5442,0
10749,10750,1,2,3,1,202,3,2,1,5,1556,1
375,376,1,2,3,5,262,2,1,0,53,3275,1
1966,1967,2,2,4,1,195,3,1,1,43,2849,1
3957,3958,1,1,3,3,250,3,1,0,5,4625,0
9667,9668,4,2,4,5,251,5,2,0,6,1434,0
4423,4424,4,2,4,3,262,2,1,1,10,5524,1
1243,1244,4,0,6,3,171,5,0,1,61,1947,1
8892,8893,3,1,5,2,223,5,2,0,6,1883,0
6507,6508,1,2,6,4,309,4,1,1,9,1771,1
9480,9481,3,2,3,5,184,2,0,1,3,4883,0
6462,6463,3,2,4,2,265,2,1,1,2,5649,0
1471,1472,4,2,5,2,243,2,2,0,4,3681,1
3346,3347,2,2,4,5,151,4,2,1,10,4796,0
