,GpsProvider,Market/Regular ,vehicle_no,Origin_Location,Destination_Location,Planned_ETA,ontime,OriginLocation_Code,DestinationLocation_Code,trip_start_date,TRANSPORTATION_DISTANCE_IN_KM,vehicleType,customerID,supplierID,Material Shipped,Org_lat,Org_lon,Des_lat,Des_lon
2058,3,0,322,64,339,328,0.0,35,13,297,1900.0,29,7,159,474,22.961777,72.094219,12.786517,79.975221
3354,3,0,1378,65,62,234,0.0,119,262,211,30.0,34,15,77,77,17.468016283576617,78.21813291539536,17.382422,78.304557
2558,22,0,1358,125,280,316,1.0,102,16,285,1290.0,29,5,105,77,18.750621,73.87719,12.930429,79.931163
3605,3,0,991,51,347,216,0.0,106,266,197,90.9,34,15,38,689,26.19229040350968,91.75127677536251,26.345606,90.996587
3915,3,0,654,135,272,119,0.0,156,213,108,25.0,34,15,47,77,10.082622,76.349257,9.960616772167535,76.28550773846042
3610,3,0,513,77,252,108,0.0,149,240,97,64.0,34,15,79,285,28.463698,77.333878,28.512783,77.036893
4825,3,0,246,95,206,108,0.0,106,182,98,25.0,36,15,87,405,26.19229040350968,91.75127677536251,28.623524,77.249137
2651,5,0,373,56,174,312,0.0,29,87,281,1000.0,32,7,116,669,28.373519,76.835337,22.961777,72.094219
1976,22,0,1275,84,71,332,1.0,43,105,304,291.0,29,19,164,452,12.63461,77.722316,13.720071,79.596863
2313,5,0,387,128,174,322,0.0,6,2,291,1900.0,32,7,116,77,12.786517,79.975221,22.961777,72.094219
752,5,0,379,64,142,354,1.0,35,53,322,900.0,29,7,116,626,22.961777,72.094219,28.373519,76.835337
3146,3,0,1379,65,182,268,0.0,127,139,245,70.0,34,15,77,77,16.560192249175344,80.79229309159955,17.541369446793933,78.17759040314228
3307,3,0,1075,43,122,231,0.0,127,271,207,297.0,36,15,41,819,16.560192249175344,80.79229309159955,20.749038,86.116651
4516,3,0,963,20,320,166,0.0,129,245,150,230.0,34,15,35,364,23.67348,86.129379,24.19225452704485,87.66445179211226
2150,3,0,110,15,125,330,1.0,123,260,299,632.0,27,15,26,683,21.581377,81.945298,23.998917,85.365551
4379,3,0,970,20,119,175,0.0,129,167,158,148.0,34,15,35,578,23.67348,86.129379,23.250966,85.241196
600,3,0,430,56,280,355,0.0,29,16,324,2400.0,30,5,192,583,28.373519,76.835337,12.930429,79.931163
4341,3,0,1163,115,10,181,0.0,128,332,163,296.0,34,15,26,364,26.941377,75.678991,24.775014,75.411164
4038,3,0,1334,99,271,152,0.0,51,156,132,1657.45,19,15,75,77,18.660618,80.031136,8.173182,77.665066
1410,3,0,436,106,28,342,0.0,21,37,311,2400.0,30,2,192,77,12.425747,79.880083,30.000345,76.732209
2084,3,0,5,4,363,323,0.0,41,107,295,667.0,9,18,218,13,12.722686,77.676518,17.603892,78.629944
4426,3,0,564,82,266,172,0.0,127,280,156,35.4,34,15,28,56,16.560192249175344,80.79229309159955,13.01693928244564,77.76302640284463
3048,3,0,156,64,334,284,0.0,35,397,256,700.0,32,7,206,786,22.961777,72.094219,18.750621,73.87719
2182,3,0,295,41,142,327,0.0,15,53,296,2700.0,30,16,159,343,11.874962,79.714747,28.373519,76.835337
3373,3,0,647,135,272,230,0.0,127,213,208,25.0,34,15,99,77,16.560192249175344,80.79229309159955,9.960616772167535,76.28550773846042
1136,5,0,340,85,174,346,0.0,31,88,315,850.0,29,26,115,77,28.024453,76.375305,22.961777,72.094219
3123,3,0,112,15,187,189,0.0,123,301,171,614.0,27,15,26,100,21.581377,81.945298,22.85525,86.220932
1950,3,0,1549,68,164,330,1.0,113,217,302,222.0,35,15,37,77,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
670,3,0,170,64,339,353,0.0,35,13,321,1900.0,29,7,218,872,22.961777,72.094219,12.786517,79.975221
786,11,0,1225,125,138,354,1.0,94,18,322,1300.0,29,2,125,60,18.750621,73.87719,13.087428,80.184717
5535,10,0,538,82,36,105,0.0,153,237,95,40.0,34,15,27,56,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
1063,3,0,279,41,142,344,0.0,15,53,313,2700.0,29,16,159,757,11.874962,79.714747,28.373519,76.835337
3985,3,0,968,20,256,195,0.0,129,348,177,148.0,34,15,35,77,23.67348,86.129379,23.530626,85.458186
5469,3,0,1380,65,287,122,0.0,152,233,109,48.0,34,15,77,696,17.462980542108134,78.21925805967179,17.235460173235783,78.4271247252794
3254,3,0,1379,65,230,136,0.0,151,233,123,48.0,34,15,77,299,17.46628393767336,78.21574685358303,17.235460173235783,78.4271247252794
5257,3,0,1378,65,230,136,0.0,151,233,123,48.0,34,15,77,432,17.46628393767336,78.21574685358303,17.235460173235783,78.4271247252794
5470,3,0,1366,65,287,122,0.0,152,233,109,48.0,34,15,46,696,17.462980542108134,78.21925805967179,17.235460173235783,78.4271247252794
2644,3,0,1255,73,350,225,0.0,127,219,203,90.0,34,15,60,77,16.560192249175344,80.79229309159955,12.995898,80.173557
5303,3,0,656,135,272,145,0.0,156,213,131,25.0,34,15,99,633,10.082622,76.349257,9.960616772167535,76.28550773846042
2442,3,0,1256,73,360,228,0.0,127,219,206,90.0,34,15,60,77,16.560192249175344,80.79229309159955,12.829465,80.209822
2702,6,0,1188,111,1,312,1.0,112,279,282,13.1,34,15,28,283,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
2251,3,0,315,75,174,320,0.0,10,87,292,1896.0,29,7,159,797,12.767195,80.064668,22.961777,72.094219
1555,3,0,999,125,97,338,0.0,97,95,307,900.0,32,6,191,77,18.750621,73.87719,16.184556,80.332451
3267,3,0,991,89,184,242,0.0,106,268,216,451.0,34,15,38,608,26.19229040350968,91.75127677536251,27.278584,94.089991
3497,3,0,640,82,267,88,0.0,153,200,81,53.9,36,15,26,77,12.992699792116747,77.80384141110859,12.73017358940589,77.95620203691567
4661,3,0,1374,65,93,164,0.0,119,314,149,30.0,34,15,77,364,17.468016283576617,78.21813291539536,17.283273,78.197048
4813,3,0,570,82,36,163,0.0,127,237,148,40.0,34,15,27,383,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
2137,5,0,355,53,202,327,0.0,11,41,298,2205.0,29,28,218,77,13.010768,79.993135,28.463698,77.333878
1277,22,0,1278,108,316,346,0.0,16,393,318,1145.0,29,5,164,638,12.930429,79.931163,18.674382,74.194453
4956,3,0,542,82,36,104,0.0,153,237,94,40.0,34,15,27,271,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5527,3,0,213,124,14,108,0.0,134,246,98,210.0,36,15,33,806,23.18918,72.552278,21.724939,72.886993
1803,3,0,621,97,246,297,0.0,45,97,271,0.0,20,22,152,299,12.683589,77.859239,12.683589,77.859239
3081,5,0,378,64,142,277,0.0,35,53,250,900.0,32,7,116,77,22.961777,72.094219,28.373519,76.835337
1493,3,0,401,53,202,337,0.0,11,41,308,2205.0,29,28,156,77,13.010768,79.993135,28.463698,77.333878
4724,3,0,964,20,210,158,0.0,140,243,142,362.0,36,15,35,364,23.67348,86.129379,24.734179,87.626042
2816,10,0,571,46,246,308,1.0,44,97,278,215.0,5,25,152,274,12.671093,77.779537,12.683589,77.859239
4148,3,0,42,47,11,186,0.0,127,201,169,72.0,34,15,54,77,16.560192249175344,80.79229309159955,16.449872,80.532732
3646,3,0,779,59,372,212,0.0,89,203,193,1284.0,9,15,34,77,21.152184,79.096731,12.67766,79.681432
2889,3,0,290,128,142,292,0.0,12,53,263,2240.0,29,7,159,941,12.786517,79.975221,28.373519,76.835337
1122,3,0,487,125,280,349,1.0,102,16,319,1290.0,29,5,138,77,18.750621,73.87719,12.930429,79.931163
3521,3,0,1380,65,230,225,0.0,119,233,203,48.0,34,15,77,71,17.468016283576617,78.21813291539536,17.235460173235783,78.4271247252794
3110,3,0,1281,108,334,281,0.0,16,397,254,1200.0,29,5,164,77,12.930429,79.931163,18.750621,73.87719
3297,3,0,1422,113,151,233,0.0,111,216,210,66.0,34,15,95,860,28.658633,77.438643,28.430237,77.859596
3945,3,0,143,124,14,184,0.0,134,246,166,210.0,34,15,92,444,23.18918,72.552278,21.724939,72.886993
5233,3,0,647,135,272,146,0.0,156,213,132,25.0,34,15,99,578,10.082622,76.349257,9.960616772167535,76.28550773846042
5686,12,0,912,8,278,63,0.0,106,138,59,1129.0,35,15,39,197,26.19229040350968,91.75127677536251,25.525186,91.867201
4580,3,0,1360,136,270,166,0.0,92,185,149,512.4,17,15,90,578,12.829465,80.209822,10.728367,77.274996
2830,3,0,466,125,342,302,0.0,97,50,272,1175.0,14,6,191,146,18.750621,73.87719,27.236458,75.91729
3572,3,0,1547,130,164,222,0.0,113,217,200,51.0,35,15,26,77,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
5382,3,0,564,82,70,134,0.0,127,159,121,31.0,34,15,28,276,16.560192249175344,80.79229309159955,12.777874729699617,77.64227553734709
4254,3,0,255,95,282,135,0.0,106,182,122,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.624814,77.21377
4964,3,0,234,134,66,107,0.0,106,125,97,25.0,34,15,78,686,26.19229040350968,91.75127677536251,28.4272,77.206024
4484,3,0,128,61,191,169,0.0,115,116,153,35.0,34,15,76,660,19.02709462686757,73.10997650403301,19.230592,72.866317
1207,3,0,282,56,339,348,0.0,29,13,316,2425.0,29,7,159,711,28.373519,76.835337,12.786517,79.975221
3823,3,0,959,9,220,202,0.0,129,320,184,49.9,36,15,35,77,23.675623,86.096278,23.852951,86.428853
2848,5,0,371,128,174,292,0.0,12,88,263,1900.0,32,7,116,285,12.786517,79.975221,22.961777,72.094219
2217,3,0,1249,87,211,328,1.0,27,98,297,400.0,8,0,118,77,11.154594,76.922532,12.746894,77.806168
2811,3,0,458,125,342,303,0.0,97,50,273,1175.0,14,6,191,77,18.750621,73.87719,27.236458,75.91729
3753,3,0,1074,43,314,211,0.0,138,215,193,30.0,34,15,41,285,20.606146,85.981534,20.739741724979798,86.11676944223885
2022,22,0,1279,125,280,332,1.0,102,16,301,1290.0,29,5,164,927,18.750621,73.87719,12.930429,79.931163
4220,3,0,550,82,8,187,0.0,127,257,170,49.0,34,15,28,285,16.560192249175344,80.79229309159955,13.06890184023571,77.59065573880662
2328,11,0,1222,106,334,322,1.0,21,380,291,1199.0,29,2,125,299,12.425747,79.880083,18.750621,73.87719
4725,3,0,965,20,59,161,0.0,140,353,146,30.0,36,15,35,833,23.67348,86.129379,23.677124795772432,86.08455003627542
2868,9,0,869,75,147,281,0.0,13,55,254,2455.0,32,7,23,321,12.767195,80.064668,28.635325,76.693244
194,3,0,878,56,280,353,0.0,29,16,320,2400.0,30,5,84,334,28.373519,76.835337,12.930429,79.931163
2729,5,0,370,97,277,308,0.0,7,1,277,2543.0,29,25,116,77,12.683589,77.859239,31.045961,76.664373
3628,3,0,232,95,224,200,0.0,106,191,183,34.0,34,15,78,240,26.19229040350968,91.75127677536251,28.599399,77.02766
2111,10,0,571,46,246,332,1.0,44,97,301,215.0,5,25,152,665,12.671093,77.779537,12.683589,77.859239
5195,3,0,129,61,325,109,0.0,135,188,99,35.0,34,15,76,55,19.031831,73.105454,18.998875,72.854548
5274,3,0,802,65,368,141,0.0,152,281,127,65.0,34,15,77,246,17.462980542108134,78.21925805967179,17.556417,78.099421
5536,10,0,591,111,36,105,0.0,154,237,95,31.0,34,15,27,56,13.008064025820861,77.66475541769924,13.199089183304451,77.70855423495904
3957,3,0,317,77,338,174,0.0,149,205,158,56.0,34,15,93,875,28.463698,77.333878,28.367355,76.985908
3644,3,0,591,111,1,213,0.0,112,279,195,13.1,34,15,27,790,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
4188,3,0,44,47,11,186,0.0,127,201,169,72.0,34,15,54,927,16.560192249175344,80.79229309159955,16.449872,80.532732
4064,3,0,1151,115,248,194,0.0,128,127,175,353.0,34,15,218,77,26.941377,75.678991,26.162267,73.512293
5671,12,0,19,65,368,69,0.0,127,281,64,26.0,34,15,40,533,16.560192249175344,80.79229309159955,17.556417,78.099421
2539,11,0,1228,125,138,318,1.0,94,18,287,1300.0,29,2,125,46,18.750621,73.87719,13.087428,80.184717
5424,3,0,547,111,36,102,0.0,154,237,92,31.0,34,15,27,43,13.008064025820861,77.66475541769924,13.199089183304451,77.70855423495904
3002,3,0,1085,43,293,241,0.0,127,354,216,237.0,36,15,41,236,16.560192249175344,80.79229309159955,22.276162,86.168143
2459,3,0,1255,73,377,319,1.0,127,325,288,24.0,34,15,60,784,16.560192249175344,80.79229309159955,13.054103,80.207033
5600,10,0,549,82,36,87,0.0,153,237,80,40.0,34,15,27,578,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
5838,25,0,525,9,59,36,1.0,140,353,35,30.0,36,15,35,926,23.675623,86.096278,23.677124795772432,86.08455003627542
2207,3,0,296,41,142,326,0.0,15,53,294,2700.0,30,16,159,285,11.874962,79.714747,28.373519,76.835337
4276,3,0,253,95,282,135,0.0,106,182,122,25.0,34,15,78,77,26.19229040350968,91.75127677536251,28.624814,77.21377
5246,3,0,1041,43,122,128,0.0,142,215,115,30.0,36,15,41,806,20.606146,85.981534,20.739741724979798,86.11676944223885
5206,3,0,1418,113,318,144,0.0,127,298,129,165.0,34,15,166,578,16.560192249175344,80.79229309159955,29.660051,77.724463
2845,3,0,1311,136,21,237,0.0,85,304,212,627.9,19,15,98,945,12.829465,80.209822,10.334302,76.240505
3142,3,0,1382,65,268,267,0.0,119,365,244,49.0,34,15,218,77,17.468016283576617,78.21813291539536,17.389699,78.604405
1080,8,0,1313,64,339,349,0.0,36,13,318,1900.0,29,7,117,309,22.961777,72.094219,12.786517,79.975221
4344,3,0,1200,73,360,180,0.0,127,183,163,90.0,17,15,60,364,16.560192249175344,80.79229309159955,12.829465,80.209822
1909,3,0,1374,65,182,333,1.0,119,364,304,70.0,34,15,218,674,17.468016283576617,78.21813291539536,17.580422,78.207737
5667,12,0,1136,65,368,69,0.0,127,281,64,26.0,36,15,43,511,16.560192249175344,80.79229309159955,17.556417,78.099421
3071,3,0,575,125,199,284,0.0,0,6,256,1325.0,29,7,161,240,18.750621,73.87719,12.767195,80.064668
1662,3,0,1098,24,94,337,0.0,120,327,309,30.0,36,15,26,299,22.231627645808018,84.86986841751269,22.258833,84.679293
3584,3,0,319,77,19,221,0.0,108,226,200,25.0,34,15,93,859,28.463698,77.333878,28.296532,77.419993
2426,5,0,337,64,142,319,0.0,35,53,288,900.0,29,7,116,77,22.961777,72.094219,28.373519,76.835337
4014,3,0,804,61,152,198,0.0,127,166,181,25.0,34,15,73,786,16.560192249175344,80.79229309159955,19.031831,73.105454
1660,3,0,1523,68,164,338,0.0,113,217,309,222.0,36,15,26,278,23.52526791608896,87.26442434857088,22.95210237429815,88.45701479607611
2451,10,0,567,46,211,322,1.0,44,98,291,215.0,40,4,152,722,12.671093,77.779537,12.746894,77.806168
4365,3,0,591,82,237,178,0.0,127,209,161,44.7,34,15,27,578,16.560192249175344,80.79229309159955,12.937253,77.527177
5209,3,0,783,61,259,144,0.0,127,196,130,25.0,34,15,74,578,16.560192249175344,80.79229309159955,19.000914,73.20576
1057,5,0,339,128,142,349,0.0,12,53,318,2240.0,29,7,116,77,12.786517,79.975221,28.373519,76.835337
4801,3,0,62,71,297,159,0.0,54,184,141,661.5,19,15,75,318,17.441148,78.391069,17.464871,82.929988
5402,3,0,1360,136,270,124,0.0,62,185,111,495.0,17,15,90,135,12.829465,80.209822,10.728367,77.274996
6863,10,0,539,82,8,4,1.0,127,256,4,49.0,34,15,27,165,16.560192249175344,80.79229309159955,12.722686,77.676518
3677,3,0,829,61,264,216,0.0,127,334,196,436.0,34,15,76,36,16.560192249175344,80.79229309159955,19.311785,76.340573
2718,3,0,202,124,161,309,1.0,114,335,277,210.0,34,15,218,77,23.18918,72.552278,21.606548,73.009534
3757,3,0,1470,67,160,206,0.0,106,285,187,210.0,34,15,26,77,26.19229040350968,91.75127677536251,23.386802,87.137925
3251,3,0,1379,65,62,204,0.0,152,314,186,30.0,34,15,178,819,17.462980542108134,78.21925805967179,17.382422,78.304557
1709,3,0,123,105,89,337,0.0,48,67,309,2083.0,17,28,172,927,13.025282,77.510345,28.192852,77.249137
3916,3,0,22,92,11,201,0.0,125,201,184,72.0,34,15,69,77,16.50963287408741,80.7293506391877,16.449872,80.532732
4875,3,0,1382,65,188,152,0.0,151,282,137,27.0,34,15,77,333,17.46628393767336,78.21574685358303,17.441148,78.391069
1391,11,0,1223,125,280,343,0.0,102,16,312,1290.0,29,5,125,610,18.750621,73.87719,12.930429,79.931163
2005,3,0,756,54,334,308,0.0,19,397,278,1199.0,11,16,121,77,13.087428,80.184717,18.750621,73.87719
2060,8,0,1313,75,174,327,0.0,10,87,298,1896.0,29,7,117,587,12.767195,80.064668,22.961777,72.094219
2851,3,0,764,14,212,290,0.0,100,9,261,1350.0,13,11,177,859,19.731725,73.812498,13.154554,80.226555
5632,12,0,791,61,325,77,0.0,116,188,71,35.0,36,15,64,640,19.031831,73.105454,18.998875,72.854548
107,3,0,453,140,84,359,0.0,8,104,330,525.0,32,20,106,271,9.973636,78.281783,12.223062,76.690357
4135,3,0,559,82,70,191,0.0,127,209,174,44.3,34,15,28,172,16.560192249175344,80.79229309159955,13.040842,77.481669
1543,3,0,1459,4,307,331,0.0,41,31,303,1774.0,9,18,218,225,12.722686,77.676518,25.464082,81.816971
1491,3,0,292,56,280,307,0.0,29,16,277,2400.0,30,5,159,77,28.373519,76.835337,12.930429,79.931163
4049,3,0,70,47,11,186,0.0,127,201,169,72.0,34,15,54,790,16.560192249175344,80.79229309159955,16.449872,80.532732
1591,3,0,432,106,28,339,0.0,21,37,308,2400.0,30,2,192,444,12.425747,79.880083,30.000345,76.732209
2307,3,0,1541,130,231,323,1.0,113,315,295,161.0,35,15,37,13,23.52526791608896,87.26442434857088,22.007663,87.983831
5119,3,0,145,23,123,150,0.0,127,128,134,150.0,34,15,92,806,16.560192249175344,80.79229309159955,24.176119,72.449485
4855,3,0,648,135,272,155,0.0,156,213,140,25.0,34,15,99,420,10.082622,76.349257,9.960616772167535,76.28550773846042
3894,3,0,562,82,36,204,0.0,127,237,186,40.0,34,15,28,77,16.560192249175344,80.79229309159955,13.199089183304451,77.70855423495904
1711,3,0,433,54,95,324,0.0,18,75,295,2205.0,30,2,218,274,13.087428,80.184717,28.51276,77.07805
1595,22,0,172,62,344,339,0.0,32,82,312,26.0,15,9,213,751,23.5159,72.077925,23.338649,71.975699
2540,5,0,341,56,174,318,1.0,29,87,287,1000.0,29,7,116,945,28.373519,76.835337,22.961777,72.094219
157,22,0,1357,54,334,361,1.0,19,397,330,1199.0,29,16,105,599,13.087428,80.184717,18.750621,73.87719
3726,3,0,90,89,172,206,0.0,130,267,187,158.0,34,15,38,928,26.185619636418977,91.84358193219722,26.688955,92.688447
5049,3,0,547,82,36,139,0.0,153,237,126,40.0,34,15,27,929,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
3348,3,0,1416,113,318,211,0.0,111,298,192,160.0,34,15,95,790,28.658633,77.438643,29.660051,77.724463
3535,3,0,1422,113,72,172,0.0,111,173,156,33.0,34,15,95,217,28.658633,77.438643,28.312707,77.692391
2343,5,0,360,128,142,319,0.0,12,53,288,2240.0,29,7,116,77,12.786517,79.975221,28.373519,76.835337
3796,3,0,586,82,8,202,0.0,127,120,185,49.0,34,15,27,77,16.560192249175344,80.79229309159955,12.711983972934837,77.69108593367848
3096,5,0,356,64,280,276,0.0,35,13,249,1480.0,29,7,116,790,22.961777,72.094219,12.930429,79.931163
1572,11,0,1228,54,334,340,0.0,18,380,309,1199.0,29,2,125,77,13.087428,80.184717,18.750621,73.87719
3622,3,0,238,134,66,107,0.0,106,125,97,25.0,34,15,78,147,26.19229040350968,91.75127677536251,28.4272,77.206024
3387,3,0,1467,113,72,172,0.0,111,173,156,33.0,34,15,95,77,28.658633,77.438643,28.312707,77.692391
3948,3,0,1091,116,94,130,0.0,145,249,117,30.0,36,15,45,592,22.22038110012015,84.8605717192225,22.223080894364767,84.66622116237794
2676,3,0,440,56,280,314,0.0,29,16,283,2400.0,30,5,192,77,28.373519,76.835337,12.930429,79.931163
4982,3,0,1405,113,338,145,0.0,127,205,130,78.0,34,15,166,319,16.560192249175344,80.79229309159955,28.367355,76.985908
4167,3,0,274,95,282,144,0.0,106,182,130,25.0,34,15,78,790,26.19229040350968,91.75127677536251,28.624814,77.21377
5589,12,0,669,61,376,92,0.0,127,166,83,25.0,34,15,19,578,16.560192249175344,80.79229309159955,18.874262,72.957868
1956,3,0,637,111,1,331,1.0,112,279,303,13.1,36,15,26,77,13.007503209603689,77.66509885593489,12.843107191355518,77.5942828776749
4225,3,0,44,47,11,173,0.0,127,201,157,72.0,34,15,54,292,16.560192249175344,80.79229309159955,16.449872,80.532732
4899,3,0,247,95,206,107,0.0,106,261,97,25.0,34,15,78,806,26.19229040350968,91.75127677536251,28.623524,77.249137
5390,12,0,29,92,11,128,0.0,103,201,115,72.0,34,15,77,632,16.500876,80.760239,16.449872,80.532732
5068,3,0,814,61,325,137,0.0,127,188,124,35.0,34,15,73,665,16.560192249175344,80.79229309159955,18.998875,72.854548
985,5,0,360,128,142,348,0.0,12,53,317,2240.0,29,7,116,77,12.786517,79.975221,28.373519,76.835337
2031,3,0,166,98,319,322,0.0,23,89,294,1626.0,32,24,137,22,13.017016,79.481638,22.105618,73.152148
4950,3,0,1233,73,302,93,0.0,157,363,84,177.0,34,15,60,327,13.167655,80.271159,11.986938,79.773631
2379,3,0,1495,130,157,246,0.0,113,306,222,400.0,34,15,26,991,23.52526791608896,87.26442434857088,23.953847,88.099845
5583,12,0,829,61,376,92,0.0,127,166,83,25.0,34,15,76,764,16.560192249175344,80.79229309159955,18.874262,72.957868
1415,23,0,625,125,246,344,0.0,96,96,316,934.0,32,12,149,77,18.750621,73.87719,12.683589,77.859239
134,3,0,727,125,244,349,0.0,97,112,318,2750.0,14,6,94,159,18.750621,73.87719,26.131293,91.749014
2281,5,0,348,64,339,322,0.0,35,13,290,1900.0,29,7,116,262,22.961777,72.094219,12.786517,79.975221
4471,3,0,1418,113,151,170,0.0,111,216,154,66.0,34,15,166,364,28.658633,77.438643,28.430237,77.859596
5349,3,0,826,61,144,128,0.0,115,189,115,49.1,34,15,26,271,19.02709462686757,73.10997650403301,18.811015,73.088487
3655,3,0,1190,73,360,214,0.0,127,227,196,90.0,34,15,60,171,16.560192249175344,80.79229309159955,12.829465,80.209822
5867,10,0,589,82,8,13,1.0,127,256,13,49.0,34,15,27,77,16.560192249175344,80.79229309159955,12.722686,77.676518
349,3,0,434,56,339,358,1.0,29,13,325,2425.0,29,7,192,77,28.373519,76.835337,12.786517,79.975221
498,3,0,1349,87,211,354,0.0,27,98,321,400.0,2,0,145,800,11.154594,76.922532,12.746894,77.806168
4458,3,0,1403,91,274,171,0.0,122,299,154,88.0,17,15,168,364,28.644514,77.425732,29.242101,77.752361
5385,3,0,533,82,36,131,0.0,153,237,118,40.0,34,15,27,350,12.992699792116747,77.80384141110859,13.199089183304451,77.70855423495904
3749,3,0,1256,73,360,209,0.0,127,183,190,90.0,34,15,60,77,16.560192249175344,80.79229309159955,12.829465,80.209822
5876,10,0,618,111,8,6,1.0,112,237,6,47.0,34,15,27,507,13.007503209603689,77.66509885593489,13.199089183304451,77.70855423495904
2792,3,0,1281,108,334,304,0.0,16,397,274,1200.0,29,5,164,77,12.930429,79.931163,18.750621,73.87719
2984,3,0,88,51,133,174,0.0,106,265,158,30.0,33,15,38,77,26.19229040350968,91.75127677536251,26.151995,91.746581
